Image name,Human annotated emotion,Full caption,Minus interactions,Minus environments
9d05mol0ji5qlmawoc_4.jpg,Embarrassment,"Chloe is a female child. Chloe is or has closed eyes, tilting head downward, avoiding eye contact, bracing against a wall. Oscar is a child and he is laughing and pointing at Chloe. Beth is a child and she is laughing at Sophia. Chloe's physical environment is on a grass field.","Chloe is a female child. Chloe is or has closed eyes, tilting head downward, avoiding eye contact, bracing against a wall. Chloe's physical environment is on a grass field.","Chloe is a female child. Chloe is or has closed eyes, tilting head downward, avoiding eye contact, bracing against a wall. Oscar is a child and he is laughing and pointing at Chloe. Beth is a child and she is laughing at Sophia."
9divrzehs71tju20x4_1.jpg,Fear,"Lucas is a male adult. Lucas is or has lowered eyebrows, staring off into the distance, covering oneself with something. Lucas's physical environment is in a living room.","Lucas is a male adult. Lucas is or has lowered eyebrows, staring off into the distance, covering oneself with something. Lucas's physical environment is in a living room.","Lucas is a male adult. Lucas is or has lowered eyebrows, staring off into the distance, covering oneself with something."
9lqxnhwxvb2ue9f41k_1.jpg,Disconnection,"Lucas is a male adult. Lucas is or has looking up, frowning, empty stare, flat expression. Lucas's physical environment is on a ben.","Lucas is a male adult. Lucas is or has looking up, frowning, empty stare, flat expression. Lucas's physical environment is on a ben.","Lucas is a male adult. Lucas is or has looking up, frowning, empty stare, flat expression."
9or8icmsvuu67o4fuo_1.jpg,Sadness,"Wendy is a female adult. Wendy is or has bent spine, chest caving, hunched shoulders, covering face with hands, tilting head downward, sitting. Wendy's physical environment is on a bench by a river.","Wendy is a female adult. Wendy is or has bent spine, chest caving, hunched shoulders, covering face with hands, tilting head downward, sitting. Wendy's physical environment is on a bench by a river.","Wendy is a female adult. Wendy is or has bent spine, chest caving, hunched shoulders, covering face with hands, tilting head downward, sitting."
9xdfncuf8ag326vxpr_1.jpg,Sadness,"Lucas is a Male Child. Lucas is or has Staring down at the ground, Tilting head downward, Sitting, Hands curling around their body, Knees pulling together. Lucas's physical environment is in a corner of a room.","Lucas is a Male Child. Lucas is or has Staring down at the ground, Tilting head downward, Sitting, Hands curling around their body, Knees pulling together. Lucas's physical environment is in a corner of a room.","Lucas is a Male Child. Lucas is or has Staring down at the ground, Tilting head downward, Sitting, Hands curling around their body, Knees pulling together."
9yd3n97r8lj2incfap_1.jpg,Pain/Suffering - Emotional,"Jane is a Female Adult. Jane is or has Bending forward and laying head on arms, Shoulders slumping or curling forward, Hiding face in arms. Jane's physical environment is in the dark.","Jane is a Female Adult. Jane is or has Bending forward and laying head on arms, Shoulders slumping or curling forward, Hiding face in arms. Jane's physical environment is in the dark.","Jane is a Female Adult. Jane is or has Bending forward and laying head on arms, Shoulders slumping or curling forward, Hiding face in arms."
a0qter8yqvbokxqzda_1.jpg,Sadness,"Sophia is a female adult. Sophia is or has covering face with hands, tilting head downward, bent spine, hunched shoulders, sitting. Sophia's physical environment is on a staircase.","Sophia is a female adult. Sophia is or has covering face with hands, tilting head downward, bent spine, hunched shoulders, sitting. Sophia's physical environment is on a staircase.","Sophia is a female adult. Sophia is or has covering face with hands, tilting head downward, bent spine, hunched shoulders, sitting."
a0vedh2ztm8eoz8p3x_1.jpg,Sadness,"Jane is a female adolescent. Jane is or has lowered eyebrows, curling up body into a ball. Jane's physical environment is in a cardboard box.","Jane is a female adolescent. Jane is or has lowered eyebrows, curling up body into a ball. Jane's physical environment is in a cardboard box.","Jane is a female adolescent. Jane is or has lowered eyebrows, curling up body into a ball."
a2x107ip2c875c7l3v_2.jpg,Sadness,"Terry is a Male Adult. Terry is a(n) Employee. Terry is or has Looking down, Palms covering forehead. Alec is Terry's coworker and Alec is comforting Terry. Terry's physical environment is in an office with documents on the table.","Terry is a Male Adult. Terry is a(n) Employee. Terry is or has Looking down, Palms covering forehead. Terry's physical environment is in an office with documents on the table.","Terry is a Male Adult. Terry is a(n) Employee. Terry is or has Looking down, Palms covering forehead. Alec is Terry's coworker and Alec is comforting Terry."
a32u5pz62e2a67nox0_1.jpg,Sadness,"Terry is a Male Adult. Terry is or has Staring down at the ground, Hands covering face, Bent spine, Sitting. Terry's physical environment is on a bed in a bedroom .","Terry is a Male Adult. Terry is or has Staring down at the ground, Hands covering face, Bent spine, Sitting. Terry's physical environment is on a bed in a bedroom .","Terry is a Male Adult. Terry is or has Staring down at the ground, Hands covering face, Bent spine, Sitting."
a38ssxb1y43q4uh3jv_1.jpg,Disconnection,"Greg is a male adult. Greg is or has cheek resting on own palm, hunched shoulders, leaning forward. Greg's physical environment is on a patio.","Greg is a male adult. Greg is or has cheek resting on own palm, hunched shoulders, leaning forward. Greg's physical environment is on a patio.","Greg is a male adult. Greg is or has cheek resting on own palm, hunched shoulders, leaning forward."
a39t7q7yyiw5beyvkd_1.jpg,Pain/Suffering - Emotional,"Sean is a male adult. Sean is or has closed eyes, tilting head downward, bracing against a wall. Sean's physical environment is in a tunnel.","Sean is a male adult. Sean is or has closed eyes, tilting head downward, bracing against a wall. Sean's physical environment is in a tunnel.","Sean is a male adult. Sean is or has closed eyes, tilting head downward, bracing against a wall."
a83644u3ngcb8qhfdw_1.jpg,Disconnection,Jane is a female adolescent. Jane is a(n) student. Jane is or has looking up. Jane's physical environment is in a classroom.,Jane is a female adolescent. Jane is a(n) student. Jane is or has looking up. Jane's physical environment is in a classroom.,Jane is a female adolescent. Jane is a(n) student. Jane is or has looking up.
agvwd6ogd5bbyhlm41_1.jpg,Disconnection,"Chloe is a Female Adolescent. Chloe is or has Looking up, Smiling, Keeping one's back to a wall, Slouching and leaning on objects. Chloe's physical environment is in public.","Chloe is a Female Adolescent. Chloe is or has Looking up, Smiling, Keeping one's back to a wall, Slouching and leaning on objects. Chloe's physical environment is in public.","Chloe is a Female Adolescent. Chloe is or has Looking up, Smiling, Keeping one's back to a wall, Slouching and leaning on objects."
akuyjjg8iwhu5cnb88_4.jpg,Annoyance,"Wendy is a female adult. Wendy is a(n) business professional. Wendy is or has looking sideway, grabbing own hair, staring off into the distance. Alec is Wendy's coworker and he is giving a presentation. Wendy's physical environment is in a meeting.","Wendy is a female adult. Wendy is a(n) business professional. Wendy is or has looking sideway, grabbing own hair, staring off into the distance. Wendy's physical environment is in a meeting.","Wendy is a female adult. Wendy is a(n) business professional. Wendy is or has looking sideway, grabbing own hair, staring off into the distance. Alec is Wendy's coworker and he is giving a presentation."
akuyjjg8iwhu5cnb88_4.jpg,Embarrassment,Jack is a male adult. Jack is a(n) business professional. Beth is Jack's coworker and she is looking at her phone. Marie is Jack's coworker and she is not looking at Jack. Jack's physical environment is presenting at a meeting.,Jack is a male adult. Jack is a(n) business professional. Jack's physical environment is presenting at a meeting.,Jack is a male adult. Jack is a(n) business professional. Beth is Jack's coworker and she is looking at her phone. Marie is Jack's coworker and she is not looking at Jack.
alwrnalobiy0ui4s5d_3.jpg,Disquietment,"Chloe is a female adult. Chloe is or has looking down, resting chin on hand. Alec is Chloe's boyfriend and he is smiling at his phone and not looking at Chloe. Chloe's physical environment is at a restaurant.","Chloe is a female adult. Chloe is or has looking down, resting chin on hand. Chloe's physical environment is at a restaurant.","Chloe is a female adult. Chloe is or has looking down, resting chin on hand. Alec is Chloe's boyfriend and he is smiling at his phone and not looking at Chloe."
ans4xikcwf2inte0tz_1.jpg,Sadness,"Nancy is a Female Adult. Nancy is or has Gaze clouding, going distant, Downturned mouth, Tilting head downward, Rubbing temples, Shoulders slumping or curling forward. Nancy's physical environment is in a living room with her daughter.","Nancy is a Female Adult. Nancy is or has Gaze clouding, going distant, Downturned mouth, Tilting head downward, Rubbing temples, Shoulders slumping or curling forward. Nancy's physical environment is in a living room with her daughter.","Nancy is a Female Adult. Nancy is or has Gaze clouding, going distant, Downturned mouth, Tilting head downward, Rubbing temples, Shoulders slumping or curling forward."
aqqq6cd96bfiqstj06_1.jpg,Confusion,"Greg is a male adult. Greg is or has frowning, looking up, scratching at cheek or temple.","Greg is a male adult. Greg is or has frowning, looking up, scratching at cheek or temple.","Greg is a male adult. Greg is or has frowning, looking up, scratching at cheek or temple."
arhnymaeequumexga8_1.jpg,Confusion,Terry is a male adult. Terry is a(n) business professional. Terry's physical environment is biting a pencil and looking at a document.,Terry is a male adult. Terry is a(n) business professional. Terry's physical environment is biting a pencil and looking at a document.,Terry is a male adult. Terry is a(n) business professional.
asnxxldx2btk0bbdoc_1.jpg,Confusion,"Jack is a Male Adult. Jack is or has Looking up, Averted gaze, Hand touching the lips.","Jack is a Male Adult. Jack is or has Looking up, Averted gaze, Hand touching the lips.","Jack is a Male Adult. Jack is or has Looking up, Averted gaze, Hand touching the lips."
avimupn5tfrqqw9mgv_1.jpg,Confusion,"Chloe is a female adult. Chloe is or has staring off into the distance, open mouth, wrinkling nose.","Chloe is a female adult. Chloe is or has staring off into the distance, open mouth, wrinkling nose.","Chloe is a female adult. Chloe is or has staring off into the distance, open mouth, wrinkling nose."
avmmjit03nsn0w13fi_1.jpg,Confusion,"Terry is a male adult. Terry is a(n) business professional. Terry is or has looking up, taking off eyeglasses. Terry's physical environment is at an office with documents on the table.","Terry is a male adult. Terry is a(n) business professional. Terry is or has looking up, taking off eyeglasses. Terry's physical environment is at an office with documents on the table.","Terry is a male adult. Terry is a(n) business professional. Terry is or has looking up, taking off eyeglasses."
awm6wf1u8hehkvpl9r_1.jpg,Confusion,Sophia is a female adult. Sophia's physical environment is on a trail that splits into two directions.,Sophia is a female adult. Sophia's physical environment is on a trail that splits into two directions.,Sophia is a female adult.
ayu8mjbke848ucn0ca_2.jpg,Disconnection,"Lucas is a Male Adult. Lucas is or has Staring off into the distance, Downturned mouth, Crossed arms. Beth is similar age as Lucas and she is also crossing her arms and looking in another direction. Lucas's physical environment is on a cloudy day at a beach.","Lucas is a Male Adult. Lucas is or has Staring off into the distance, Downturned mouth, Crossed arms. Lucas's physical environment is on a cloudy day at a beach.","Lucas is a Male Adult. Lucas is or has Staring off into the distance, Downturned mouth, Crossed arms. Beth is similar age as Lucas and she is also crossing her arms and looking in another direction."
az6x3rqbosjlbfpzos_2.jpg,Annoyance,"Nancy is a Female Adult. Nancy is or has Looking away, Resting one side of face on hand, Frowning. Karl is Nancy's partner and he is looking in the opposite direction as Nancy. Nancy's physical environment is on a street.","Nancy is a Female Adult. Nancy is or has Looking away, Resting one side of face on hand, Frowning. Nancy's physical environment is on a street.","Nancy is a Female Adult. Nancy is or has Looking away, Resting one side of face on hand, Frowning. Karl is Nancy's partner and he is looking in the opposite direction as Nancy."
azcfrv40pjpsg5a7pw_1.jpg,Annoyance,"Sophia is a female adult. Sophia is or has rolling eyes, open mouth.","Sophia is a female adult. Sophia is or has rolling eyes, open mouth.","Sophia is a female adult. Sophia is or has rolling eyes, open mouth."
azqbdxv0dguoj8ycip_2.jpg,Aversion,"Sophia is a female adult. Sophia is or has looking away, crossed arms, leaning back. Alec is Sophia' partner and his hands are clapped and looking at Sophia. Sophia's physical environment is in a restaurant.","Sophia is a female adult. Sophia is or has looking away, crossed arms, leaning back. Sophia's physical environment is in a restaurant.","Sophia is a female adult. Sophia is or has looking away, crossed arms, leaning back. Alec is Sophia' partner and his hands are clapped and looking at Sophia."
b0h4q2gtwt505iqxze_2.jpg,Disconnection,"Chloe is a Female Adult. Chloe is or has Frowning, Staring off into the distance, Empty stare. Alec is similar age as Chloe and he is looking at Chloe from behind her. Chloe's physical environment is in a bedroom.","Chloe is a Female Adult. Chloe is or has Frowning, Staring off into the distance, Empty stare. Chloe's physical environment is in a bedroom.","Chloe is a Female Adult. Chloe is or has Frowning, Staring off into the distance, Empty stare. Alec is similar age as Chloe and he is looking at Chloe from behind her."
b1oe73jwg70wh368hv_1.jpg,Confusion,"Jack is a male adult. Jack is or has frowning, open mouth, palms open. Jack's physical environment is in front of a computer in an office.","Jack is a male adult. Jack is or has frowning, open mouth, palms open. Jack's physical environment is in front of a computer in an office.","Jack is a male adult. Jack is or has frowning, open mouth, palms open."
b2lpfpoxeeprpg0c74_2.jpg,Anger,"Chloe is a Female Adult. Chloe is or has Frowning, Open mouth, Gritting teeth, Hand up in air. Karl is also an adult and he is being yelled at by Chloe and seems annoyed.","Chloe is a Female Adult. Chloe is or has Frowning, Open mouth, Gritting teeth, Hand up in air.","Chloe is a Female Adult. Chloe is or has Frowning, Open mouth, Gritting teeth, Hand up in air. Karl is also an adult and he is being yelled at by Chloe and seems annoyed."
b2lpfpoxeeprpg0c74_2.jpg,Annoyance,"Greg is a male adult. Greg is or has frowning, lips that flatten, resting one side of face on hand. Mia is an adult and she is gritting her teeth and yelling at Greg.","Greg is a male adult. Greg is or has frowning, lips that flatten, resting one side of face on hand.","Greg is a male adult. Greg is or has frowning, lips that flatten, resting one side of face on hand. Mia is an adult and she is gritting her teeth and yelling at Greg."
b2wes3tdjv4bevzian_2.jpg,Annoyance,"Lucas is a male adult. Lucas is a(n) passenger. Lucas is or has raising eyebrows, side-eyeing. Mia is a child and she is sitting behind Lucas and kicking Lucas' chair. Lucas's physical environment is on an airplane.","Lucas is a male adult. Lucas is a(n) passenger. Lucas is or has raising eyebrows, side-eyeing. Lucas's physical environment is on an airplane.","Lucas is a male adult. Lucas is a(n) passenger. Lucas is or has raising eyebrows, side-eyeing. Mia is a child and she is sitting behind Lucas and kicking Lucas' chair."
b3fmbjeeaz873xzcpu_2.jpg,Annoyance,"Chloe is a Female Adolescent. Chloe is or has Refusing to look, Looking away, High chin, Hand up in air. Beth is Chloe's parent and she is putting her hand onto Chloe's shoulder. Chloe's physical environment is on a couch in a living room.","Chloe is a Female Adolescent. Chloe is or has Refusing to look, Looking away, High chin, Hand up in air. Chloe's physical environment is on a couch in a living room.","Chloe is a Female Adolescent. Chloe is or has Refusing to look, Looking away, High chin, Hand up in air. Beth is Chloe's parent and she is putting her hand onto Chloe's shoulder."
b3fmbjeeaz873xzcpu_2.jpg,Disquietment,Jane is a female adult. Jane is or has taking off eyeglasses. Mia is Jane's daughter and Jane is putting her hand on Mia's shoulder while Mia has her back turned to Jane. Jane's physical environment is on a couch.,Jane is a female adult. Jane is or has taking off eyeglasses. Jane's physical environment is on a couch.,Jane is a female adult. Jane is or has taking off eyeglasses. Mia is Jane's daughter and Jane is putting her hand on Mia's shoulder while Mia has her back turned to Jane.
b3kg3dju8rmaxpf4ia_2.jpg,Annoyance,"Jane is a female adult. Jane is or has rolling eyes, puffing out the cheeks, hands covering ears. Alec is Jane's partner and he is sleeping. Jane's physical environment is in a bed.","Jane is a female adult. Jane is or has rolling eyes, puffing out the cheeks, hands covering ears. Jane's physical environment is in a bed.","Jane is a female adult. Jane is or has rolling eyes, puffing out the cheeks, hands covering ears. Alec is Jane's partner and he is sleeping."
b3x4mxxqnzrmefi0jy_1.jpg,Aversion,"Sean is a male adult. Sean is or has raising eyebrows, grimacing.","Sean is a male adult. Sean is or has raising eyebrows, grimacing.","Sean is a male adult. Sean is or has raising eyebrows, grimacing."
b68ln6vsad6w9g9wyz_6.jpg,Sadness,"Jack is a Male Adult. Jack is or has Frowning, Biting lips, Lips that flatten or curl, Chin dipping down, Crossed arms, Looking away. Rachel is also an adult and she is pointing and laughing at Jack. Oscar is also an adult and he is pointing and laughing at Jack. Jack's physical environment is surrounded by a group of people.","Jack is a Male Adult. Jack is or has Frowning, Biting lips, Lips that flatten or curl, Chin dipping down, Crossed arms, Looking away. Jack's physical environment is surrounded by a group of people.","Jack is a Male Adult. Jack is or has Frowning, Biting lips, Lips that flatten or curl, Chin dipping down, Crossed arms, Looking away. Rachel is also an adult and she is pointing and laughing at Jack. Oscar is also an adult and he is pointing and laughing at Jack."
b8dvqatcpo3m609u9h_1.jpg,Sadness,"Greg is a Male Adult. Greg is a(n) Athlete. Greg is or has Bending down, Bent spine, Covering face with hands. Greg's physical environment is on a field.","Greg is a Male Adult. Greg is a(n) Athlete. Greg is or has Bending down, Bent spine, Covering face with hands. Greg's physical environment is on a field.","Greg is a Male Adult. Greg is a(n) Athlete. Greg is or has Bending down, Bent spine, Covering face with hands."
b98lhbcesn2m5in4wn_10.jpg,Disquietment,"Greg is a male adult. Greg is or has looking away, lowered eyebrows. Mia is an adult and she is laughing and pointing at Greg. Nora is an adult and she is laughing and pointing at Greg. Greg's physical environment is surrounded by people laughing and pointing.","Greg is a male adult. Greg is or has looking away, lowered eyebrows. Greg's physical environment is surrounded by people laughing and pointing.","Greg is a male adult. Greg is or has looking away, lowered eyebrows. Mia is an adult and she is laughing and pointing at Greg. Nora is an adult and she is laughing and pointing at Greg."
b9o22lg3xan94y360s_1.jpg,Disquietment,"Chloe is a female child. Chloe is a(n) coach. Chloe is or has bending down, closed eyes, rubbing one's forehead or eyebrows. Chloe's physical environment is on a running track.","Chloe is a female child. Chloe is a(n) coach. Chloe is or has bending down, closed eyes, rubbing one's forehead or eyebrows. Chloe's physical environment is on a running track.","Chloe is a female child. Chloe is a(n) coach. Chloe is or has bending down, closed eyes, rubbing one's forehead or eyebrows."
bdgr2brn2xa8enigpa_4.jpg,Embarrassment,Jack is a male adult. Jack is a(n) goal keeper. Jack is or has covering face with hands. Jack's physical environment is in a soccer grame.,Jack is a male adult. Jack is a(n) goal keeper. Jack is or has covering face with hands. Jack's physical environment is in a soccer grame.,Jack is a male adult. Jack is a(n) goal keeper. Jack is or has covering face with hands.
bdsb5tgwxfqxornk62_3.jpg,Embarrassment,"Chloe is a female adolescent. Chloe is a(n) student. Chloe is or has covering oneself with something, tilting head downward, staring down at the ground. Nora is Chloe's classmate and she is laughing and pointing finger at Chloe. Karl is Chloe's classmate and he is laughing at Chloe. Chloe's physical environment is at a school.","Chloe is a female adolescent. Chloe is a(n) student. Chloe is or has covering oneself with something, tilting head downward, staring down at the ground. Chloe's physical environment is at a school.","Chloe is a female adolescent. Chloe is a(n) student. Chloe is or has covering oneself with something, tilting head downward, staring down at the ground. Nora is Chloe's classmate and she is laughing and pointing finger at Chloe. Karl is Chloe's classmate and he is laughing at Chloe."
bhzrd102thfrpp7tdw_4.jpg,Disquietment,"Nancy is a female adult. Nancy is or has frowning, hand wiping tears. Marie is an adult and point at Nancy behind her back.","Nancy is a female adult. Nancy is or has frowning, hand wiping tears.","Nancy is a female adult. Nancy is or has frowning, hand wiping tears. Marie is an adult and point at Nancy behind her back."
bizdnvad0xxwqz9i5a_5.jpg,Embarrassment,"Lucas is a Male Child. Lucas is or has Using something to hide face, Knees pulling together, Bringing the feet together. Beth is Lucas' classmate and looking at Lucas. Marie is Lucas' classmate and looking at Lucas. Lucas's physical environment is on stage in a classroom.","Lucas is a Male Child. Lucas is or has Using something to hide face, Knees pulling together, Bringing the feet together. Lucas's physical environment is on stage in a classroom.","Lucas is a Male Child. Lucas is or has Using something to hide face, Knees pulling together, Bringing the feet together. Beth is Lucas' classmate and looking at Lucas. Marie is Lucas' classmate and looking at Lucas."
bj6qnim3c43cj2j7n3_2.jpg,Embarrassment,"Terry is a male adult. Terry is or has tilting head downward, covering face with hands. Terry's physical environment is at a meeting.","Terry is a male adult. Terry is or has tilting head downward, covering face with hands. Terry's physical environment is at a meeting.","Terry is a male adult. Terry is or has tilting head downward, covering face with hands."
bj6qnim3c43cj2j7n3_2.jpg,Fatigue,"Jack is a Male Adult. Jack is or has Covering face with hands, Refusing to look. Jack's physical environment is at a meeting.","Jack is a Male Adult. Jack is or has Covering face with hands, Refusing to look. Jack's physical environment is at a meeting.","Jack is a Male Adult. Jack is or has Covering face with hands, Refusing to look."
bjby49tvmqda7vxfhk_1.jpg,Annoyance,"Jack is a Male Adult. Jack is a(n) President. Jack is or has Staring off into the distance, Lips that flatten or curl, Flat expression.","Jack is a Male Adult. Jack is a(n) President. Jack is or has Staring off into the distance, Lips that flatten or curl, Flat expression.","Jack is a Male Adult. Jack is a(n) President. Jack is or has Staring off into the distance, Lips that flatten or curl, Flat expression."
bjk5su8obqnrrqi6lm_1.jpg,Disapproval,"Lucas is a Male Elder. Lucas is a(n) Speaker. Lucas is or has Frowning, Hand up in air. Lucas's physical environment is in front of a microphone.","Lucas is a Male Elder. Lucas is a(n) Speaker. Lucas is or has Frowning, Hand up in air. Lucas's physical environment is in front of a microphone.","Lucas is a Male Elder. Lucas is a(n) Speaker. Lucas is or has Frowning, Hand up in air."
bkujn7hoksf0txl9on_3.jpg,Disapproval,"Sean is a male adult. Sean is or has thumbs down, open mouth. Ronald is an adult and he is giving a thumbs down. Sean's physical environment is at a Formula 1 game.","Sean is a male adult. Sean is or has thumbs down, open mouth. Sean's physical environment is at a Formula 1 game.","Sean is a male adult. Sean is or has thumbs down, open mouth. Ronald is an adult and he is giving a thumbs down."
bozs5lcxp7cbto0k3o_2.jpg,Annoyance,"Sophia is a Female Adult. Sophia is or has Closed eyes, Refusing to look, Tilting head downward, Hand up in air. Alec is Sophia's partner and he is sitting beside Sophia but turning his body away from her. Sophia's physical environment is on a couch in a living room.","Sophia is a Female Adult. Sophia is or has Closed eyes, Refusing to look, Tilting head downward, Hand up in air. Sophia's physical environment is on a couch in a living room.","Sophia is a Female Adult. Sophia is or has Closed eyes, Refusing to look, Tilting head downward, Hand up in air. Alec is Sophia's partner and he is sitting beside Sophia but turning his body away from her."
bozs5lcxp7cbto0k3o_2.jpg,Disconnection,"Jack is a male adult. Jack is or has looking away, frowning, sitting, bending forward. Beth is Jack's partner and she is putting her hand in the air and body turned away from Jack. Jack's physical environment is on a couch in a room.","Jack is a male adult. Jack is or has looking away, frowning, sitting, bending forward. Jack's physical environment is on a couch in a room.","Jack is a male adult. Jack is or has looking away, frowning, sitting, bending forward. Beth is Jack's partner and she is putting her hand in the air and body turned away from Jack."
bpnds79lmiawm0sl98_3.jpg,Aversion,"Wendy is a female adult. Wendy is or has avoiding eye contact, looking away, palms open, palms up facing outward. Ronald is Wendy's father and he is pointing his finger at Wendy. Wendy's physical environment is at a table in a living room.","Wendy is a female adult. Wendy is or has avoiding eye contact, looking away, palms open, palms up facing outward. Wendy's physical environment is at a table in a living room.","Wendy is a female adult. Wendy is or has avoiding eye contact, looking away, palms open, palms up facing outward. Ronald is Wendy's father and he is pointing his finger at Wendy."
bpnds79lmiawm0sl98_3.jpg,Disapproval,"Terry is a male adult. Terry is or has pointing finger, lips that flatten. Beth is Terry's daughter and she is putting her hand up and looking away from Terry. Terry's physical environment is at a table in a living room.","Terry is a male adult. Terry is or has pointing finger, lips that flatten. Terry's physical environment is at a table in a living room.","Terry is a male adult. Terry is or has pointing finger, lips that flatten. Beth is Terry's daughter and she is putting her hand up and looking away from Terry."
bqb7br1pxla3fjtfw4_1.jpg,Disapproval,"Sean is a male adult. Sean is a(n) sheriff. Sean is or has frowning, pointing finger.","Sean is a male adult. Sean is a(n) sheriff. Sean is or has frowning, pointing finger.","Sean is a male adult. Sean is a(n) sheriff. Sean is or has frowning, pointing finger."
br20err47iyapl1mj3_1.jpg,Disapproval,"Wendy is a Female Adult. Wendy is or has Averted gaze, Smirking, Tilting one's head to the side.","Wendy is a Female Adult. Wendy is or has Averted gaze, Smirking, Tilting one's head to the side.","Wendy is a Female Adult. Wendy is or has Averted gaze, Smirking, Tilting one's head to the side."
bt2t3ffx032msr1kac_1.jpg,Disapproval,"Sean is a male adult. Sean is or has frowning, thumbs down.","Sean is a male adult. Sean is or has frowning, thumbs down.","Sean is a male adult. Sean is or has frowning, thumbs down."
bu5llw4dy6wt84jtak_1.jpg,Disapproval,"Nancy is a female adult. Nancy is or has side-eyeing, thumbs down, downturned mouth.","Nancy is a female adult. Nancy is or has side-eyeing, thumbs down, downturned mouth.","Nancy is a female adult. Nancy is or has side-eyeing, thumbs down, downturned mouth."
bukcaslufs4nfqrt66_1.jpg,Disapproval,"Nancy is a female elder. Nancy is or has side-eyeing, frowning, lips that flatten, pointing finger.","Nancy is a female elder. Nancy is or has side-eyeing, frowning, lips that flatten, pointing finger.","Nancy is a female elder. Nancy is or has side-eyeing, frowning, lips that flatten, pointing finger."
bvnl5un1jcl9g3fi27_2.jpg,Aversion,"Jane is a female adult. Jane is or has rolling eyes, downturned mouth, looking away, resting one side of face on hand. Karl is Jane's partner and crossing his arms. Jane's physical environment is on a couch.","Jane is a female adult. Jane is or has rolling eyes, downturned mouth, looking away, resting one side of face on hand. Jane's physical environment is on a couch.","Jane is a female adult. Jane is or has rolling eyes, downturned mouth, looking away, resting one side of face on hand. Karl is Jane's partner and crossing his arms."
bvob0atj365h5m4wej_1.jpg,Disapproval,"Greg is a male adult. Greg is a(n) judge. Greg is or has rolling eyes, lips that flatten or curl. Greg's physical environment is at talent show.","Greg is a male adult. Greg is a(n) judge. Greg is or has rolling eyes, lips that flatten or curl. Greg's physical environment is at talent show.","Greg is a male adult. Greg is a(n) judge. Greg is or has rolling eyes, lips that flatten or curl."
bwu124lnrksry1pv2n_1.jpg,Annoyance,"Greg is a male adult. Greg is a(n) sheriff. Greg is or has frowning, glaring, lips that flatten. Greg's physical environment is at a restaurant with newspaper in hands.","Greg is a male adult. Greg is a(n) sheriff. Greg is or has frowning, glaring, lips that flatten. Greg's physical environment is at a restaurant with newspaper in hands.","Greg is a male adult. Greg is a(n) sheriff. Greg is or has frowning, glaring, lips that flatten."
bx9s5c5bvcj8qmnlfq_1.jpg,Disapproval,"Sophia is a female adult. Sophia is or has glaring, pointing finger, lips that flatten or curl.","Sophia is a female adult. Sophia is or has glaring, pointing finger, lips that flatten or curl.","Sophia is a female adult. Sophia is or has glaring, pointing finger, lips that flatten or curl."
bz02fkzqsa7n34zbzy_1.jpg,Confusion,"Sean is a Male Adult. Sean is a(n) President. Sean is or has Staring off into the distance, Pressing a fist to the mouth, Frowning.","Sean is a Male Adult. Sean is a(n) President. Sean is or has Staring off into the distance, Pressing a fist to the mouth, Frowning.","Sean is a Male Adult. Sean is a(n) President. Sean is or has Staring off into the distance, Pressing a fist to the mouth, Frowning."
c3ruthk2nx7bpbcqqs_4.jpg,Confusion,"Sean is a Male Adult. Sean is or has Frowning, Resting chin on hand, Sitting, Bending forward. Beth is a participant and she is being stared by others. Ronald is a participant and he is looking at Beth. Sean's physical environment is at a meeting.","Sean is a Male Adult. Sean is or has Frowning, Resting chin on hand, Sitting, Bending forward. Sean's physical environment is at a meeting.","Sean is a Male Adult. Sean is or has Frowning, Resting chin on hand, Sitting, Bending forward. Beth is a participant and she is being stared by others. Ronald is a participant and he is looking at Beth."
c3ww74mj0rjgqz6p5q_1.jpg,Disquietment,"Greg is a Male Adult. Greg is or has Frowning, Glaring, Grabbing own hair, Bending forward. Greg's physical environment is in a kitchen with receipts on a table.","Greg is a Male Adult. Greg is or has Frowning, Glaring, Grabbing own hair, Bending forward. Greg's physical environment is in a kitchen with receipts on a table.","Greg is a Male Adult. Greg is or has Frowning, Glaring, Grabbing own hair, Bending forward."
c5rgopt4ums67p2e8a_1.jpg,Disquietment,"Greg is a Male Elder. Greg is a(n) Doctor. Greg is or has Looking away, Downturned mouth, Biting lips, Lips that flatten or curl, Hand on neck.","Greg is a Male Elder. Greg is a(n) Doctor. Greg is or has Looking away, Downturned mouth, Biting lips, Lips that flatten or curl, Hand on neck.","Greg is a Male Elder. Greg is a(n) Doctor. Greg is or has Looking away, Downturned mouth, Biting lips, Lips that flatten or curl, Hand on neck."
c5sngvshyy4mp0orxx_1.jpg,Confusion,"Jack is a Male Adult. Jack is or has Lowered eyebrows, Glancing as if looking for answers, Rubbing the back of the neck. Jack's physical environment is on a steet.","Jack is a Male Adult. Jack is or has Lowered eyebrows, Glancing as if looking for answers, Rubbing the back of the neck. Jack's physical environment is on a steet.","Jack is a Male Adult. Jack is or has Lowered eyebrows, Glancing as if looking for answers, Rubbing the back of the neck."
